cluster,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build,CpG
347,13,49821843,-,CDADC1,GRCh37,cg18112431
347,3,150421723,-,FAM194A;FAM194A,GRCh37,cg20434811
347,8,119634612,-,SAMD12;SAMD12,GRCh37,cg16659043
347,12,111180513,-,PPP1CC;PPP1CC,GRCh37,cg03310453
347,12,110718311,+,ATP2A2;ATP2A2;ATP2A2,GRCh37,cg04235146
347,9,35605352,+,TESK1;TESK1,GRCh37,cg09000510
347,3,81811053,-,GBE1,GRCh37,cg03785807
347,12,48167505,+,SLC48A1,GRCh37,cg12391174
347,17,8152410,-,PFAS;C17orf68,GRCh37,cg26138224
347,6,5261829,+,LYRM4;LYRM4;FARS2;LYRM4;FARS2,GRCh37,cg26165608
347,17,48172022,+,PDK2,GRCh37,cg02668984
347,1,20834501,-,MUL1,GRCh37,cg12497298
347,12,92539575,+,BTG1;BTG1,GRCh37,cg04211745
347,22.0,28197796,-,MN1,GRCh37,cg07849904
347,17,48207508,-,SAMD14,GRCh37,cg20199629
347,18,21033426,-,RIOK3,GRCh37,cg07851278
347,1,29213863,+,EPB41;EPB41;EPB41;EPB41;EPB41,GRCh37,cg18189938
347,8,41435301,-,AGPAT6,GRCh37,cg09915099
347,6,43543548,-,POLH;XPO5,GRCh37,cg07857181
347,1,156722064,-,HDGF;HDGF;HDGF,GRCh37,cg12421458
347,17,73975215,-,ACOX1;ACOX1;ACOX1;ACOX1;C17orf106,GRCh37,cg12452675
347,17,78235094,+,RNF213;RNF213,GRCh37,cg09907395
347,15,43802885,-,TP53BP1,GRCh37,cg09020461
347,1,27998703,-,IFI6;IFI6;IFI6;IFI6;IFI6;IFI6,GRCh37,cg20227766
347,3,41240962,+,CTNNB1;CTNNB1;CTNNB1;CTNNB1;CTNNB1;CTNNB1,GRCh37,cg04180460
347,20,31989412,-,CDK5RAP1;CDK5RAP1,GRCh37,cg12431699
347,2,109065314,+,GCC2;GCC2,GRCh37,cg12433691
347,9,133589177,-,ABL1,GRCh37,cg00168082
347,16,58059321,+,MMP15;MMP15,GRCh37,cg16652241
347,13,21750347,-,SKA3;SKA3;MRP63,GRCh37,cg07827038
347,2,219265245,-,CTDSP1;CTDSP1,GRCh37,cg01264826
347,15,23086698,+,NIPA1;NIPA1,GRCh37,cg09884077
347,14,53196609,+,STYX;STYX,GRCh37,cg03803589
347,1,110527746,+,AHCYL1,GRCh37,cg04310489
347,16,30007384,-,HIRIP3;INO80E;HIRIP3,GRCh37,cg09039698
347,9,32573171,+,NDUFB6;NDUFB6;NDUFB6;NDUFB6,GRCh37,cg18178963
347,17,47021804,+,SNF8,GRCh37,cg26022315
347,3,48594205,-,PFKFB4,GRCh37,cg26029248
347,22.0,39101703,+,GTPBP1,GRCh37,cg09964005
347,3,127842622,-,RUVBL1;RUVBL1,GRCh37,cg16672449
347,1,193091399,+,CDC73,GRCh37,cg26793710
347,13,111213752,-,RAB20,GRCh37,cg20371891
347,16,23464207,-,COG7,GRCh37,cg26809911
347,5,34008431,-,AMACR;AMACR;AMACR;AMACR;AMACR;AMACR,GRCh37,cg12346515
347,1,150981091,+,FAM63A;PRUNE;PRUNE;FAM63A,GRCh37,cg04275985
347,3,179280746,-,ACTL6A;ACTL6A;ACTL6A;ACTL6A;ACTL6A;ACTL6A,GRCh37,cg03667091
347,8,101571911,-,ANKRD46,GRCh37,cg12548064
347,1,26798271,+,HMGN2,GRCh37,cg20345978
347,16,28834065,+,ATXN2L;ATXN2L;ATXN2L;ATXN2L;ATXN2L,GRCh37,cg12360373
347,2,232063611,+,ARMC9,GRCh37,cg26089280
347,2,74056290,+,STAMBP;STAMBP;STAMBP;STAMBP,GRCh37,cg26809210
347,5,172197489,-,DUSP1,GRCh37,cg26095194
347,19,45909858,+,CD3EAP;CD3EAP;PPP1R13L,GRCh37,cg07816442
347,2,45236672,+,SIX2,GRCh37,cg03310469
347,16,9184705,-,C16orf72,GRCh37,cg12529801
347,15,42566151,+,TMEM87A;GANC;TMEM87A,GRCh37,cg26052367
347,13,91999408,+,MIR17HG;MIR17HG,GRCh37,cg25139619
347,3,120461082,-,RABL3;GTF2E1,GRCh37,cg07925687
347,3,64673741,+,ADAMTS9,GRCh37,cg12187213
347,10,13141832,+,OPTN;OPTN;OPTN;OPTN,GRCh37,cg27555776
347,1,147142282,+,ACP6;ACP6,GRCh37,cg27244432
347,1,150899251,+,SETDB1;SETDB1;SETDB1,GRCh37,cg17918089
347,10,27150106,-,ABI1;ABI1;ABI1;ABI1,GRCh37,cg17918201
347,18,29671984,-,RNF138;RNF138;RNF138,GRCh37,cg27556566
347,11,101981050,-,YAP1;YAP1,GRCh37,cg01442799
347,13,25861533,+,MTMR6;MTMR6,GRCh37,cg08798523
347,9,72287123,+,APBA1;APBA1,GRCh37,cg18505908
347,15,75165624,-,SCAMP2;SCAMP2,GRCh37,cg18502522
347,1,860185,+,SAMD11,GRCh37,cg04672450
347,3,3168225,+,TRNT1,GRCh37,cg08819884
347,1,179051893,-,TOR3A,GRCh37,cg02709261
347,1,154946946,+,SHC1;SHC1;CKS1B;SHC1;SHC1;CKS1B,GRCh37,cg00915289
347,17,58156231,+,HEATR6,GRCh37,cg07567107
347,1,114471974,-,HIPK1;HIPK1,GRCh37,cg01883521
347,4,3465004,+,DOK7;DOK7,GRCh37,cg17960516
347,9,139743185,+,PHPT1;PHPT1,GRCh37,cg17963089
347,10,71211006,+,TSPAN15,GRCh37,cg08831594
347,2,190526040,-,ASNSD1,GRCh37,cg20767936
347,7,36429601,-,ANLN;KIAA0895;ANLN,GRCh37,cg18491230
347,4,2964972,-,GRK4;GRK4;GRK4;NOP14,GRCh37,cg07945480
347,20,62371416,+,SLC2A4RG,GRCh37,cg03680758
347,20,62496434,-,TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2;TPD52L2,GRCh37,cg18488623
347,18,54306120,-,TXNL1;TXNL1,GRCh37,cg09130402
347,7,148725440,+,PDIA4,GRCh37,cg10128868
347,19,6372660,+,ALKBH7;ALKBH7,GRCh37,cg13120519
347,9,129567924,-,ZBTB43;ZBTB43,GRCh37,cg16284292
347,7,56032364,+,GBAS,GRCh37,cg13205516
347,19,18632488,+,ELL,GRCh37,cg02344201
347,17,5389462,-,MIS12;DERL2,GRCh37,cg02550200
347,10,74856386,+,P4HA1;P4HA1;P4HA1;P4HA1,GRCh37,cg20910436
347,20,49411856,-,BCAS4;BCAS4;BCAS4,GRCh37,cg20028291
347,22.0,37957154,+,CDC42EP1,GRCh37,cg27553637
347,3,13521178,+,HDAC11;HDAC11,GRCh37,cg16254764
347,6,90529294,+,MDN1,GRCh37,cg16900022
347,11,2907127,-,CDKN1C;CDKN1C;CDKN1C,GRCh37,cg25215340
347,12,62997570,-,C12orf61,GRCh37,cg25217357
347,19,18314691,-,RAB3A,GRCh37,cg00320243
347,10,76871606,+,SAMD8,GRCh37,cg25229706
347,4,185570979,+,CASP3;CCDC111;CCDC111;CASP3,GRCh37,cg20811273
347,20,25228899,+,PYGB,GRCh37,cg18606310
347,9,101984791,-,ALG2;ALG2;SEC61B,GRCh37,cg07535475
347,6,153323363,-,MTRF1L;MTRF1L,GRCh37,cg07535879
347,3,57993979,-,FLNB;FLNB;FLNB;FLNB,GRCh37,cg08785215
347,14,21151223,+,ANG;RNASE4,GRCh37,cg25327013
347,2,96068839,+,FAHD2A,GRCh37,cg16282101
347,6,30181032,+,TRIM26,GRCh37,cg18556540
347,5,68389849,-,SLC30A5;SLC30A5;SLC30A5,GRCh37,cg09176995
347,12,26985672,+,ITPR2,GRCh37,cg02569086
347,1,153643044,-,ILF2,GRCh37,cg13216303
347,11,65082792,-,CDC42EP2,GRCh37,cg09175724
347,14,23058288,-,DAD1,GRCh37,cg10145369
347,16,3074537,+,HCFC1R1;THOC6;HCFC1R1;HCFC1R1;THOC6,GRCh37,cg02062650
347,6,2246077,+,GMDS,GRCh37,cg08932320
347,19,34919831,+,UBA2,GRCh37,cg25485128
347,2,64880738,+,SERTAD2,GRCh37,cg04576855
347,4,170679294,-,C4orf27,GRCh37,cg04518155
347,11,124632552,-,ESAM,GRCh37,cg03332970
347,16,75182568,-,ZFP1,GRCh37,cg18371284
347,16,85061061,-,KIAA0513,GRCh37,cg07929310
347,19,33555255,+,RHPN2,GRCh37,cg18084798
347,12,93323497,+,EEA1,GRCh37,cg09848198
347,6,33589418,-,ITPR3,GRCh37,cg16400825
347,2,97523931,-,ANKRD39,GRCh37,cg25605045
347,8,145137896,-,GPAA1,GRCh37,cg20669525
347,10,73975451,+,ASCC1;C10orf104,GRCh37,cg03155724
347,11,118978508,-,C2CD2L,GRCh37,cg25611931
347,17,27070618,-,TRAF4,GRCh37,cg12971338
347,16,88520056,+,ZFPM1,GRCh37,cg20652640
347,1,112939192,+,CTTNBP2NL,GRCh37,cg20648108
347,11,46867918,-,CKAP5;CKAP5,GRCh37,cg16823737
347,9,88556685,-,NAA35,GRCh37,cg18090228
347,9,127624485,+,RPL35,GRCh37,cg20645649
347,16,67752877,+,GFOD2;GFOD2;GFOD2,GRCh37,cg25640176
347,22.0,42476080,+,C22orf32,GRCh37,cg20641580
347,10,30025293,-,SVIL,GRCh37,cg03259469
347,10,101945124,-,ERLIN1;ERLIN1,GRCh37,cg16443939
347,3,50396736,+,TMEM115;TMEM115,GRCh37,cg10061247
347,12,123755775,+,CDK2AP1,GRCh37,cg04464465
347,19,38270280,-,ZNF573,GRCh37,cg12821045
347,5,168006761,-,PANK3,GRCh37,cg16421589
347,16,71660049,+,MARVELD3;MARVELD3,GRCh37,cg18468219
347,12,21655265,+,RECQL;GOLT1B;RECQL,GRCh37,cg20701850
347,19,2841391,-,ZNF555,GRCh37,cg12111697
347,20,37101903,+,RALGAPB,GRCh37,cg09113613
347,11,119205373,+,RNF26;RNF26,GRCh37,cg13084909
347,5,81047188,+,SSBP2,GRCh37,cg20757912
347,1,40042061,-,PABPC4;PABPC4;PABPC4;PABPC4;PABPC4;PABPC4,GRCh37,cg08866753
347,7,107531982,+,DLD,GRCh37,cg16328820
347,7,89874465,-,C7orf63;C7orf63,GRCh37,cg07588113
347,17,73512855,+,CASKIN2;TSEN54,GRCh37,cg25506900
347,7,6629959,+,C7orf26,GRCh37,cg18428217
347,17,40897149,+,EZH1,GRCh37,cg27088844
347,4,120988417,+,MAD2L1,GRCh37,cg25522312
347,21.0,45758982,+,C21orf2,GRCh37,cg18027946
347,11,60673661,-,PRPF19,GRCh37,cg25575359
347,20,10015783,+,ANKRD5;ANKRD5;ANKRD5;ANKRD5,GRCh37,cg27204739
347,15,50474754,-,SLC27A2;SLC27A2,GRCh37,cg13021384
347,16,4475932,-,DNAJA3;DNAJA3,GRCh37,cg07617560
347,2,39663782,-,MAP4K3,GRCh37,cg25537724
347,13,113863227,+,CUL4A;PCID2;CUL4A;PCID2;PCID2,GRCh37,cg04536998
347,1,117909089,-,MAN1A2,GRCh37,cg18389062
347,9,140473184,+,WDR85,GRCh37,cg16351184
347,18,46065767,+,KIAA0427;KIAA0427,GRCh37,cg25560840
347,17,7761459,-,CYB5D1;LSMD1,GRCh37,cg03644378
347,11,130030103,-,ST14,GRCh37,cg10089145
347,5,122847581,-,CSNK1G3;CSNK1G3;CSNK1G3;CSNK1G3,GRCh37,cg20708411
347,19,5623459,-,SAFB2;SAFB,GRCh37,cg16353836
347,1,40627050,-,RLF;RLF,GRCh37,cg01918888
347,11,107729434,-,SLC35F2,GRCh37,cg18934103
347,15,45815269,+,SLC30A4;C15orf21,GRCh37,cg08027001
347,7,102715131,+,ARMC10;ARMC10;ARMC10;FBXL13;ARMC10;ARMC10;FBXL13;ARMC10,GRCh37,cg21399198
347,12,1101044,+,ERC1;ERC1;ERC1;ERC1;ERC1,GRCh37,cg17416608
347,16,89984517,-,MC1R;MC1R,GRCh37,cg14696348
347,5,40755670,+,TTC33,GRCh37,cg23164327
347,14,77787351,+,POMT2;GSTZ1;GSTZ1;GSTZ1;GSTZ1;GSTZ1,GRCh37,cg14685339
347,10,88281865,-,WAPAL,GRCh37,cg19596653
347,12,110011466,+,MMAB;MVK;MVK,GRCh37,cg14683036
347,14,50359789,-,ARF6;ARF6,GRCh37,cg23173032
347,18,77748248,+,TXNL4A,GRCh37,cg19644162
347,12,123011310,+,RSRC2;KNTC1;RSRC2;RSRC2,GRCh37,cg11157872
347,2,114647103,-,ACTR3,GRCh37,cg26540127
347,3,122102727,+,FAM162A;CCDC58,GRCh37,cg17133388
347,1,227922838,-,JMJD4;SNAP47;SNAP47;JMJD4,GRCh37,cg19175383
347,9,95526812,+,BICD2;BICD2,GRCh37,cg08439468
347,12,49110427,-,CCNT1,GRCh37,cg22103585
347,9,35814704,+,HINT2,GRCh37,cg01328164
347,16,56691744,+,MT1F,GRCh37,cg23217005
347,12,69753606,-,YEATS4;YEATS4,GRCh37,cg19645103
347,1,40562564,-,PPT1;PPT1,GRCh37,cg17130791
347,1,221915794,-,DUSP10;DUSP10,GRCh37,cg23221122
347,7,27702596,+,HIBADH;HIBADH,GRCh37,cg08440125
347,10,121302492,-,RGS10,GRCh37,cg19653161
347,12,98908939,-,TMPO;TMPO;TMPO;LOC100128191,GRCh37,cg23264519
347,15,45927554,-,SQRDL,GRCh37,cg17428950
347,17,71188803,+,COG1,GRCh37,cg15541230
347,1,51433840,-,CDKN2C,GRCh37,cg01145389
347,1,180199560,+,LHX4;LHX4,GRCh37,cg22126266
347,3,196594476,-,SENP5,GRCh37,cg11177450
347,14,74417249,+,COQ6;COQ6;FAM161B,GRCh37,cg15492104
347,1,185014264,+,RNF2,GRCh37,cg26542888
347,12,31479096,-,FAM60A;FAM60A;FAM60A;FAM60A;FAM60A;FAM60A,GRCh37,cg11082575
347,14,54864244,+,CDKN3;CDKN3,GRCh37,cg03724882
347,1,155178670,+,MTX1;THBS3;MTX1,GRCh37,cg06237414
347,17,19880691,-,AKAP10,GRCh37,cg02811755
347,1,70671218,+,LRRC40;SFRS11,GRCh37,cg02809263
347,1,114355137,-,RSBN1,GRCh37,cg23078294
347,2,97536097,+,SEMA4C,GRCh37,cg23089298
347,1,165601007,-,MGST3,GRCh37,cg22165507
347,1,150669796,+,GOLPH3L,GRCh37,cg01139966
347,4,39529514,+,UGDH,GRCh37,cg22158956
347,15,34394218,+,PGBD4;C15orf24,GRCh37,cg27379417
347,15,74833838,+,ARID3B,GRCh37,cg19187486
347,1,100818374,+,CDC14A;CDC14A;CDC14A;CDC14A;CDC14A;CDC14A,GRCh37,cg14766198
347,7,128502651,-,ATP6V1F,GRCh37,cg17140815
347,11,126153305,-,TIRAP;TIRAP,GRCh37,cg14755009
347,16,2318300,-,RNPS1;RNPS1,GRCh37,cg06728335
347,5,139782041,+,ANKHD1;ANKHD1-EIF4EBP3;ANKHD1;ANKHD1,GRCh37,cg02215538
347,17,74379779,+,SPHK1;SPHK1;SPHK1,GRCh37,cg17399352
347,4,108911077,+,HADH;HADH,GRCh37,cg00612467
347,8,48650989,+,CEBPD,GRCh37,cg06734962
347,13,45914939,-,LOC100190939;TPT1,GRCh37,cg19185384
347,17,73266642,+,MIF4GD,GRCh37,cg19586645
347,1,10459268,+,PGD,GRCh37,cg14718680
347,2,20646743,+,RHOB,GRCh37,cg19594691
347,2,172291219,-,DCAF17;METTL8;METTL8;DCAF17;DCAF17,GRCh37,cg22138461
347,19,44488327,+,ZNF155;ZNF155,GRCh37,cg27309253
347,9,110251706,-,KLF4;KLF4,GRCh37,cg03939688
347,1,6662645,-,KLHL21,GRCh37,cg06066711
347,12,124155880,-,TCTN2;TCTN2,GRCh37,cg17451138
347,7,107220583,-,BCAP29;BCAP29;BCAP29;BCAP29,GRCh37,cg23434459
347,15,23034186,+,NIPA2;NIPA2;NIPA2;NIPA2;NIPA2;NIPA2;NIPA2;NIPA2,GRCh37,cg15566783
347,9,22008970,+,CDKN2B;CDKN2B;CDKN2BAS;CDKN2B;CDKN2B,GRCh37,cg19133618
347,3,158520176,-,MFSD1;MFSD1,GRCh37,cg09459188
347,22.0,20104473,+,RANBP1;TRMT2A;TRMT2A;TRMT2A,GRCh37,cg02630122
347,10,126849760,-,CTBP2;CTBP2,GRCh37,cg14540150
347,2,85581729,+,RETSAT;ELMOD3;ELMOD3;RETSAT;ELMOD3;ELMOD3,GRCh37,cg24341220
347,3,5229596,-,EDEM1,GRCh37,cg23456692
347,9,77642970,-,C9orf41,GRCh37,cg02936468
347,10,101945906,+,ERLIN1;ERLIN1,GRCh37,cg06837731
347,9,99801550,+,CTSL2,GRCh37,cg02936872
347,2,58468512,-,FANCL;FANCL;FANCL;FANCL,GRCh37,cg19679281
347,4,87516007,-,PTPN13;PTPN13;PTPN13;PTPN13,GRCh37,cg23478284
347,2,27309759,+,KHK;KHK;KHK;KHK,GRCh37,cg14527441
347,3,146262331,+,PLSCR1;PLSCR1,GRCh37,cg23486067
347,11,62539043,+,TAF6L,GRCh37,cg06840239
347,6,32098034,+,FKBPL;FKBPL,GRCh37,cg02937479
347,17,78965457,+,CHMP6,GRCh37,cg19132701
347,10,82214337,-,TSPAN14;TSPAN14,GRCh37,cg15594133
347,5,71616321,-,PTCD2;MRPS27,GRCh37,cg05903630
347,12,82752005,-,CCDC59;C12orf26;CCDC59,GRCh37,cg14495243
347,12,49717280,-,TROAP;TROAP,GRCh37,cg27419217
347,12,80328522,-,PPP1R12A;PPP1R12A,GRCh37,cg23536300
347,15,85292323,+,ZNF592,GRCh37,cg14492347
347,22.0,51066755,-,ARSA;ARSA;ARSA;ARSA;ARSA,GRCh37,cg02181494
347,8,38854671,-,TM2D2;ADAM9;ADAM9;TM2D2;TM2D2;ADAM9;ADAM9;TM2D2,GRCh37,cg09662150
347,12,45610452,+,ANO6;PLEKHA9;ANO6;ANO6,GRCh37,cg23310538
347,12,53440492,+,TENC1,GRCh37,cg10624583
347,9,21335126,-,KLHL9;KLHL9,GRCh37,cg23426587
347,9,131843633,-,DOLPP1;DOLPP1,GRCh37,cg11184091
347,14,53418048,+,FERMT2;FERMT2;FERMT2,GRCh37,cg17460095
347,17,79009114,-,FLJ90757;BAIAP2;BAIAP2;BAIAP2;BAIAP2,GRCh37,cg14623518
347,1,185125966,+,C1orf25;C1orf26;C1orf26;C1orf25,GRCh37,cg23335946
347,15,69745057,-,RPLP1;RPLP1,GRCh37,cg09656405
347,14,77787952,-,GSTZ1;GSTZ1;POMT2;GSTZ1,GRCh37,cg11193041
347,3,48230167,-,CDC25A;CDC25A,GRCh37,cg02449978
347,16,30103089,-,TBX6,GRCh37,cg23353982
347,11,114309932,-,REXO2,GRCh37,cg15541315
347,17,81009998,+,B3GNTL1,GRCh37,cg14596431
347,1,153748118,-,SLC27A3,GRCh37,cg23376526
347,2,85788382,-,GGCX;GGCX,GRCh37,cg17127132
347,9,35829279,+,C9orf128;TMEM8B;TMEM8B;TMEM8B;TMEM8B;TMEM8B,GRCh37,cg21984310
347,2,42588304,-,COX7A2L;COX7A2L,GRCh37,cg14576681
347,11,60692329,+,TMEM132A;TMEM132A,GRCh37,cg15553522
347,11,61348901,+,SYT7,GRCh37,cg14572111
347,1,39456578,+,AKIRIN1;AKIRIN1,GRCh37,cg19675684
347,19,1864622,-,KLF16,GRCh37,cg05970437
347,14,24611157,+,FAM158A,GRCh37,cg23389061
347,12,112451600,-,TMEM116;ERP29;ERP29,GRCh37,cg19154173
347,15,99191797,+,IGF1R,GRCh37,cg14568338
347,19,50935305,+,MYBPC2,GRCh37,cg15560112
347,8,144699502,+,TSTA3,GRCh37,cg19150884
347,15,66994600,-,SMAD6;SMAD6,GRCh37,cg21973276
347,9,129375847,+,LMX1B,GRCh37,cg09660171
347,17,33288337,+,ZNF830;CCT6B,GRCh37,cg11221508
347,2,32236343,+,MEMO1;MEMO1,GRCh37,cg11074746
347,6,144471985,-,STX11,GRCh37,cg11070941
347,11,66406312,-,RBM4,GRCh37,cg03429582
347,3,180630157,-,FXR1;FXR1;FXR1,GRCh37,cg17302852
347,10,6131472,-,RBM17;RBM17;RBM17,GRCh37,cg02863237
347,11,833345,+,CD151;CD151;CD151;CD151,GRCh37,cg22404646
347,19,45349685,+,PVRL2;PVRL2;PVRL2;PVRL2,GRCh37,cg02863842
347,6,53659348,+,LRRC1,GRCh37,cg15286372
347,13,37633341,-,FAM48A;FAM48A,GRCh37,cg19337295
347,7,99214201,-,ZNF498,GRCh37,cg26553682
347,10,27530250,-,ACBD5;ACBD5;ACBD5,GRCh37,cg15286905
347,12,104235479,-,NT5DC3,GRCh37,cg06462291
347,16,740561,+,WDR24,GRCh37,cg15070798
347,14,64855287,+,MTHFD1,GRCh37,cg06459066
347,22.0,24407907,-,CABIN1,GRCh37,cg15061008
347,3,169756530,+,GPR160,GRCh37,cg26575445
347,7,129251651,+,NRF1;NRF1,GRCh37,cg02841933
347,16,18812558,+,ARL6IP1,GRCh37,cg17228833
347,8,90769710,+,RIPK2,GRCh37,cg15054260
347,1,150979092,+,FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A;FAM63A,GRCh37,cg06433658
347,1,35497506,-,ZMYM6;ZMYM6,GRCh37,cg15315630
347,5,137667638,+,CDC25C;CDC25C,GRCh37,cg22748850
347,6,88182369,-,SLC35A1;SLC35A1,GRCh37,cg17341703
347,9,132816229,-,GPR107;GPR107;GPR107,GRCh37,cg06615667
347,19,12992237,+,DNASE2;DNASE2,GRCh37,cg15341340
347,8,62627042,+,ASPH;ASPH;ASPH;ASPH;ASPH;ASPH;ASPH;ASPH;ASPH;ASPH,GRCh37,cg06619076
347,3,52489418,-,TNNC1;NISCH,GRCh37,cg09597496
347,8,19171706,-,SH2D4A,GRCh37,cg09537031
347,5,153825063,-,SAP30L;SAP30L;SAP30L;SAP30L,GRCh37,cg09545860
347,3,101395525,-,ZBTB11;LOC100009676,GRCh37,cg22793458
347,7,101459386,-,CUX1;CUX1;CUX1,GRCh37,cg02862153
347,16,58284024,-,CCDC113;CCDC113,GRCh37,cg15272690
347,8,117778488,-,UTP23,GRCh37,cg17256555
347,19,55996652,-,NAT14,GRCh37,cg22468123
347,2,220252231,+,DNPEP,GRCh37,cg27321538
347,3,4345438,-,SETMAR;SETMAR,GRCh37,cg15232450
347,3,87276743,-,CHMP2B,GRCh37,cg22470827
347,1,193028809,-,TROVE2;TROVE2;TROVE2;UCHL5;TROVE2,GRCh37,cg15235185
347,22.0,24236603,-,MIF;MIF,GRCh37,cg06534422
347,14,103058815,+,RCOR1,GRCh37,cg09556292
347,3,64008758,+,PSMD6,GRCh37,cg26567442
347,12,51611826,+,POU6F1,GRCh37,cg22493172
347,1,38061398,-,GNL2,GRCh37,cg06528936
347,15,89010459,-,MRPS11;MRPL46;MRPS11,GRCh37,cg15257765
347,5,115177504,+,AP3S1;ATG12,GRCh37,cg15260250
347,6,31865086,+,EHMT2;EHMT2,GRCh37,cg10909324
347,1,228296964,-,MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55,GRCh37,cg08299045
347,17,4642647,+,ZMYND15;CXCL16;CXCL16;ZMYND15,GRCh37,cg19478743
347,17,2496280,-,PAFAH1B1,GRCh37,cg10911877
347,17,76921095,-,TIMP2,GRCh37,cg06508934
347,1,225840109,+,ENAH;ENAH,GRCh37,cg02254649
347,3,197025201,+,DLG1;DLG1,GRCh37,cg15160312
347,5,37371053,-,NUP155;NUP155,GRCh37,cg15269294
347,2,235861303,+,SH3BP4,GRCh37,cg15144793
347,2,27806117,-,ZNF512,GRCh37,cg02247582
347,6,143771981,+,PEX3;PEX3;ADAT2,GRCh37,cg08286169
347,1,70820718,+,HHLA3;ANKRD13C;HHLA3;HHLA3;HHLA3,GRCh37,cg15128849
347,3,49894152,+,TRAIP,GRCh37,cg01598046
347,1,156022836,-,UBQLN4,GRCh37,cg22796458
347,13,48877434,-,RB1,GRCh37,cg08383063
347,9,129567355,-,ZBTB43;ZBTB43;ZBTB43;ZBTB43,GRCh37,cg10805447
347,3,9291212,-,SRGAP3;SRGAP3;SRGAP3;SRGAP3,GRCh37,cg03438515
347,19,1041020,+,ABCA7,GRCh37,cg10749413
347,2,173292579,+,ITGA6;ITGA6,GRCh37,cg10749011
347,1,19638330,-,AKR7A2;PQLC2;PQLC2;PQLC2,GRCh37,cg06305312
347,1,210406738,-,SERTAD4;C1orf133,GRCh37,cg22209624
347,12,56474175,-,ERBB3;ERBB3,GRCh37,cg03437318
347,17,63557693,-,AXIN2;AXIN2,GRCh37,cg14846293
347,12,109535460,+,UNG;UNG;UNG,GRCh37,cg22978941
347,6,57037535,-,BAG2,GRCh37,cg22984616
347,5,157170825,+,LSM11,GRCh37,cg26891849
347,8,54755511,+,ATP6V1H;ATP6V1H;ATP6V1H;ATP6V1H,GRCh37,cg11050527
347,13,53025003,+,VPS36,GRCh37,cg17164340
347,11,62521696,-,ZBTB3,GRCh37,cg02600515
347,3,51976224,-,RRP9;PARP3;PARP3,GRCh37,cg23013392
347,18,70211835,-,CBLN2,GRCh37,cg27376271
347,19,50167926,+,IRF3;BCL2L12;BCL2L12,GRCh37,cg23029494
347,17,79670804,+,MRPL12,GRCh37,cg23033866
347,10,94051159,+,MARCH5;MARCH5;CPEB3,GRCh37,cg00720072
347,20,61492669,-,TCFL5,GRCh37,cg10729531
347,2,203130645,-,NOP58;NOP58,GRCh37,cg00720723
347,8,11324048,+,FAM167A,GRCh37,cg23045373
347,3,167452763,+,PDCD10;PDCD10;SERPINI1;PDCD10;SERPINI1,GRCh37,cg15442534
347,3,43147709,+,C3orf39,GRCh37,cg23057732
347,6,166796744,-,BRP44L,GRCh37,cg17391474
347,1,155294612,-,RUSC1;RUSC1;C1orf104;RUSC1;RUSC1,GRCh37,cg23060239
347,16,58718767,+,SLC38A7,GRCh37,cg06320982
347,16,58768010,-,GOT2,GRCh37,cg14863484
347,1,155225375,-,FAM189B;FAM189B,GRCh37,cg22939715
347,19,18391832,+,JUND,GRCh37,cg17361641
347,11,64889193,+,FAU;MRPL49,GRCh37,cg19313758
347,6,70506998,+,LMBRD1;LMBRD1,GRCh37,cg10796979
347,11,70117429,-,PPFIA1;PPFIA1,GRCh37,cg06384026
347,19,13229426,-,NACC1,GRCh37,cg22339744
347,16,23568699,+,UBFD1;EARS2;EARS2,GRCh37,cg17354052
347,6,128841972,+,PTPRK;PTPRK,GRCh37,cg15381769
347,2,85829320,+,TMEM150A;TMEM150A;TMEM150A,GRCh37,cg22321558
347,13,50367395,-,KPNA3,GRCh37,cg03274654
347,13,50571203,-,TRIM13;TRIM13;TRIM13;TRIM13;TRIM13;DLEU2;TRIM13;TRIM13;TRIM13,GRCh37,cg22825979
347,3,195162912,-,ACAP2,GRCh37,cg00642303
347,6,166796284,+,BRP44L,GRCh37,cg14947494
347,2,85765696,-,MAT2A,GRCh37,cg22281207
347,19,5720392,+,TMEM146;LONP1,GRCh37,cg09456329
347,3,10028474,+,TMEM111;TMEM111,GRCh37,cg15394409
347,17,57643293,+,DHX40;DHX40,GRCh37,cg11000221
347,2,24299176,+,SF3B14;SF3B14,GRCh37,cg14930396
347,11,66405818,+,RBM4,GRCh37,cg14916213
347,3,112281021,+,SLC35A5;ATG3;SLC35A5,GRCh37,cg19538699
347,8,55014655,+,LYPLA1,GRCh37,cg01334437
347,17,8113758,+,AURKB,GRCh37,cg11009596
347,3,186288771,-,TBCCD1;DNAJB11,GRCh37,cg00717862
347,1,110036889,-,CYB561D1;CYB561D1;CYB561D1;CYB561D1;CYB561D1,GRCh37,cg00630249
347,2,113521923,-,CKAP2L,GRCh37,cg14899547
347,20,32077519,+,CBFA2T2,GRCh37,cg06335889
347,1,27816781,-,WASF2,GRCh37,cg14887509
